Time,App_Name,Inactivity Duration(s),Keystroke_Count,Speed(ms),PAM_Val
2021-09-09 12:30:00,explorer.exe,2442.706585,361.0,4.301889371020108,2.0
2021-09-09 13:00:00,explorer.exe,2038.423218,95.0,4.419578896044405,2.0
2021-09-09 13:30:00,msedge.exe,4369.7018610000005,7.0,4.543987653178464,2.0
2021-09-09 14:00:00,explorer.exe,2037.287841,147.0,3.8410308596083924,2.0
2021-09-09 14:30:00,msedge.exe,2879.17728,36.0,3.8822696952395193,2.0
2021-09-09 15:00:00,msedge.exe,5174.1386215,28.0,4.175505163686509,2.0
2021-09-09 15:30:00,explorer.exe,7469.099963,20.0,4.468740632133498,1.0
2021-09-09 16:00:00,explorer.exe,3558.425635,24.0,5.416906791890676,1.0
2021-09-09 16:30:00,msedge.exe,62.660335,24.0,5.364456615249462,1.0
2021-09-10 08:00:00,TextLogger.exe,730.722608,13.0,4.75803238169188,1.0
2021-09-10 08:30:00,msedge.exe,3084.941767,132.0,4.966556924116712,3.0
2021-09-10 09:00:00,msedge.exe,1995.4777199999999,122.0,4.2765210636834885,3.0
2021-09-10 09:30:00,explorer.exe,3345.2970920000002,28.0,4.397904295816273,4.0
2021-09-10 10:00:00,explorer.exe,3338.182374,94.0,3.7938022088895784,4.0
2021-09-10 10:30:00,explorer.exe,3164.59165,272.0,5.013206637415098,2.0
2021-09-10 11:00:00,explorer.exe,2704.459537,374.0,6.980873457470631,2.0
2021-09-10 11:30:00,explorer.exe,1635.647882,87.0,4.471761175099671,2.0
2021-09-10 12:00:00,explorer.exe,4420.311147,83.0,4.3049041594531205,2.0
2021-09-13 11:00:00,TextLogger.exe,211.388832,50.0,4.288488740124145,2.0
2021-09-13 11:30:00,explorer.exe,3763.0924449999998,50.0,3.5979881481862135,3.0
2021-09-13 12:00:00,explorer.exe,2381.433483,285.0,3.6619473027473006,3.0
2021-09-13 12:30:00,explorer.exe,1996.2141060000001,196.0,3.637047440262673,2.0
2021-09-13 13:00:00,explorer.exe,3060.952565,84.0,3.5698879544532307,1.0
2021-09-13 13:30:00,explorer.exe,2686.129989,55.0,4.303216013552213,2.0
2021-09-13 14:00:00,explorer.exe,2915.786075,116.0,3.649429904019032,2.0
2021-09-13 14:30:00,explorer.exe,2561.38133,221.0,3.283539814874805,2.0
2021-09-13 15:00:00,explorer.exe,1233.074398,235.0,3.199010407333284,2.0
2021-09-13 15:30:00,explorer.exe,4510.546091,192.0,6.425499741688023,2.0
2021-09-13 16:00:00,explorer.exe,2214.919429,379.0,3.588827153067638,2.0
2021-09-13 16:30:00,explorer.exe,2615.95115,160.0,3.74559530216225,1.0
2021-09-13 17:00:00,explorer.exe,129.570779,31.0,3.563033353755242,1.0
2021-09-14 09:00:00,explorer.exe,1458.599076,77.0,4.3058444046032145,1.0
2021-09-14 09:30:00,explorer.exe,2893.49381,104.0,4.604144492820391,2.0
2021-09-14 10:00:00,msedge.exe,1735.244255,66.0,4.186175484691471,2.0
2021-09-14 10:30:00,explorer.exe,4346.49803,213.0,4.939578347022973,2.0
2021-09-14 11:00:00,explorer.exe,2451.805515,189.0,4.464721632937164,2.0
2021-09-14 11:30:00,explorer.exe,2191.598682,334.0,6.622463816845383,3.0
2021-09-14 12:00:00,explorer.exe,2421.045314,299.0,6.233278098257382,2.0
2021-09-14 12:30:00,explorer.exe,2372.085181,434.0,4.651976424216175,2.0
2021-09-14 13:00:00,explorer.exe,2121.652825,483.0,5.7755126954786835,2.0
2021-09-14 13:30:00,WINWORD.EXE,2083.886952,151.0,5.062187132070742,2.0
2021-09-14 14:00:00,devenv.exe,2688.2324160000003,6.0,5.285861901772999,2.0
2021-09-14 14:30:00,WINWORD.EXE,3336.329708,290.0,8.408446155736856,2.0
2021-09-14 15:00:00,explorer.exe,1974.32368,373.0,4.339882246014925,2.0
2021-09-14 15:30:00,explorer.exe,1748.367357,724.0,3.8527524090223015,3.0
2021-09-14 16:00:00,explorer.exe,1204.302734,214.0,4.095115536685288,3.0
